"id","term","category","weight"
"4967","telling","LABEL","0.0000510266092239"
"4968","until","LABEL","0.0000649572303064"
"4969","quizzes","LABEL","-0.00000204517085108"
"4970","ughhhh","LABEL","0.0000129043936504"
"4971","#retweet","LABEL","0.00000438645623463"
"4972","clarion","LABEL","0.00000282666301241"
"4973","theft","LABEL","0.000000444741952958"
"4974","dates","LABEL","-0.0000121297495722"
"4975","kirby","LABEL","0.00000105603701751"
"4976","depresses","LABEL","0.000000025455842119"
"4977","cardiac","LABEL","0.00000189314001797"
"4978","bowling","LABEL","0.00000437920142334"
"4979","outside","LABEL","0.00000412520014813"
"4980","bathroom","LABEL","0.0000141806110811"
"4981","shhhhh","LABEL","-0.000000865076438646"
"4982","laps","LABEL","-0.0000038886324231"
"4983","greats","LABEL","-0.00000149554951615"
"4984","chloe","LABEL","-0.00000562035823353"
"4985","peanut","LABEL","-0.0000244018006439"
"4986","banned","LABEL","-0.00000695288650698"
"4987","search","LABEL","0.00000159936638865"
"4988","linings","LABEL","-0.00000503414648305"
"4989","virus","LABEL","-0.00000216365387598"
"4990","accompanied","LABEL","-0.0000000151447490523"
"4991","simpsons","LABEL","-0.0000106057643624"
"4992","referencing","LABEL","0.000000481261634969"
"4993","#thingsigetalot","LABEL","-0.00000181853400557"
"4994","shocker","LABEL","-0.00000722002964926"
"4995","styling","LABEL","0.00000150746949693"
"4996","doin","LABEL","0.0000479212347839"
"4997","cena","LABEL","-0.0000138004259986"
"4998","squats","LABEL","0.0000084829553285"
"4999","carpet","LABEL","-0.00000695426344066"
"5000","unfollower","LABEL","-0.0000873642574662"
"5001","insurance","LABEL","0.00000350878315262"
"5002","maddy","LABEL","-0.0000121307528409"
"5003","testicles","LABEL","0.000000669487980271"
"5004","web","LABEL","-0.00000086294688003"
"5005","fraternity","LABEL","0.00000053785532412"
"5006","muddy","LABEL","-0.00000000548112921522"
"5007","virtual","LABEL","-0.00000413469040453"
"5008","slippin","LABEL","0.00000222960883088"
"5009","disappear","LABEL","0.0000247089446158"
"5010","..","LABEL","0.000865989492336"
"5011","58","LABEL","-0.00000390052308726"
"5012","sensual","LABEL","0.00000263175032085"
"5013","alphabet","LABEL","-0.00000132280929982"
"5014","competing","LABEL","-0.00000270256311711"
"5015","require","LABEL","-0.00000345479884433"
"5016","tomatoes","LABEL","-0.00000165648553823"
"5017","celebs","LABEL","-0.00000623477080932"
"5018","lease","LABEL","0.00000715084533954"
"5019","snowy","LABEL","-0.00000431968164664"
"5020","2018","LABEL","-0.00000281061528456"
"5021","criminals","LABEL","0.000000785493685446"
"5022","5k","LABEL","-0.0000113970668369"
"5023","ballerina","LABEL","-0.000000541891130126"
"5024","#revenge","LABEL","-0.00000892325108391"
"5025","lancaster","LABEL","-0.00000170660221149"
"5026","brutal","LABEL","-0.000000841514049199"
"5027","#angry","LABEL","0.00000283704527977"
"5028","#fuckschool","LABEL","0.00000198819247784"
"5029","side","LABEL","0.0000641987888559"
"5030","nook","LABEL","-0.00000171168593655"
"5031","yankees","LABEL","-0.00000816572323854"
"5032","obvs","LABEL","-0.00000153811519144"
"5033","banner","LABEL","-0.00000622879459864"
"5034","gremlin","LABEL","-0.00000035752120873"
"5035","saints","LABEL","0.00000284980070074"
"5036","cougar","LABEL","-0.00000312335884607"
"5037","select","LABEL","-0.000000741088278854"
"5038","harassment","LABEL","0.000000046263322659"
"5039","telly","LABEL","0.000012435970775"
"5040","scheduling","LABEL","-0.00000626494606304"
"5041","corvette","LABEL","-0.00000243472830535"
"5042","expecting","LABEL","-0.00000365816950233"
"5043","clerk","LABEL","0.000000358861099372"
"5044","220","LABEL","-0.00000169546208939"
"5045","bathing","LABEL","-0.00000714134225176"
"5046","whts","LABEL","0.000000348163937775"
"5047","application","LABEL","-0.00000724533560668"
"5048","dicaprio","LABEL","-0.000010233952191"
"5049","#temple","LABEL","-0.00000274069047088"
"5050","indians","LABEL","0.00000269630912491"
"5051","carson","LABEL","0.00000384531373469"
"5052","scheduled","LABEL","-0.00000440029964801"
"5053","finally","LABEL","-0.0000799202628849"
"5054","#thoughts","LABEL","0.000000315766053376"
"5055","super","LABEL","-0.000038445595983"
"5056","diaper","LABEL","0.00000139171069183"
"5057","huddle","LABEL","-0.00000124154276434"
"5058","beyond","LABEL","0.00000485581716592"
"5059","penguin","LABEL","-0.0000113608454361"
"5060","circles","LABEL","-0.00000025495705402"
"5061","8p","LABEL","-0.00000895706447104"
"5062","feet","LABEL","0.0000247377240762"
"5063","passenger","LABEL","0.000000495591751405"
"5064","prostitution","LABEL","0.0000000156045471945"
"5065","hbd","LABEL","-0.0000436364933709"
"5066","system","LABEL","-0.0000219697308704"
"5067","belonged","LABEL","0.000004017762028"
"5068","strongest","LABEL","0.000000154838262201"
"5069","nfl","LABEL","-0.0000157832638339"
"5070","epps","LABEL","0.000000906421002464"
"5071","females","LABEL","0.000151649623871"
"5072","stylish","LABEL","-0.0000264277815173"
"5073","eating","LABEL","0.0000246536638418"
"5074","passed","LABEL","-0.0000134911631472"
"5075","ranks","LABEL","0.00000103357380216"
"5076","lifeee","LABEL","0.00000435976213056"
"5077","cuddle","LABEL","0.000130711618813"
"5078","coachella","LABEL","-0.00000877731305834"
"5079","floods","LABEL","-0.00000117846072769"
"5080","#wasteoftime","LABEL","0.000000428439365555"
"5081","8/","LABEL","-0.0000218487424799"
"5082","silva","LABEL","0.00000115402424974"
"5083","muted","LABEL","-0.000000700770247841"
"5084","conflicting","LABEL","-0.000000749204979823"
"5085","flaw","LABEL","0.0000027614096104"
"5086","bastille","LABEL","-0.00000578598739633"
"5087","promote","LABEL","-0.00000606529197691"
"5088","brief","LABEL","-0.000000578654013857"
"5089","utley","LABEL","-0.00000577863528376"
"5090","headquarters","LABEL","-0.000000404462425544"
"5091","endlessly","LABEL","0.00000200440796635"
"5092","drummers","LABEL","-0.000000823601834003"
"5093","defender","LABEL","-0.00000226030226435"
"5094","bridesmaid","LABEL","-0.00000254566516086"
"5095","leaders","LABEL","-0.00000363626015829"
"5096","wc","LABEL","-0.00000648216501017"
"5097","trenton","LABEL","0.000000864005417688"
"5098","shook","LABEL","0.00000193274921483"
"5099","manual","LABEL","-0.00000153734616514"
"5100","encouraged","LABEL","0.0000000976385463894"
"5101","crisps","LABEL","-0.00000111839581401"
"5102","asleep","LABEL","0.000117843477316"
"5103","purge","LABEL","-0.000000687442751226"
"5104","scoreboard","LABEL","-0.00000101979470558"
"5105","blackmail","LABEL","-0.000000543038878736"
"5106","accord","LABEL","0.000000668344000767"
"5107","conan","LABEL","-0.00000297418750902"
"5108","higher","LABEL","-0.00000571516380058"
"5109","smelly","LABEL","-0.00000273168393502"
"5110","crawford","LABEL","-0.00000143062373088"
"5111","overwhelmed","LABEL","0.00000460428091667"
"5112","m","LABEL","-0.0000652026375704"
"5113","pitbull","LABEL","-0.0000137494588984"
"5114","deposit","LABEL","-0.000000417479969422"
"5115","puffy","LABEL","0.00000343346345781"
"5116","consumption","LABEL","0.00000103715679017"
"5117","lemonade","LABEL","-0.00000418413895359"
"5118","ongoing","LABEL","0.000000325110369148"
"5119","rasta","LABEL","-0.000000679937435353"
"5120","bey","LABEL","-0.0000373014622674"
"5121","distraught","LABEL","0.000000209634518544"
"5122","letang","LABEL","-0.000000506206724769"
"5123","mil","LABEL","-0.0000108935372145"
"5124","oneeee","LABEL","0.00000159617588965"
"5125","fuc","LABEL","0.00000171709797742"
"5126","pugs","LABEL","0.00000265181172275"
"5127","re-evaluate","LABEL","-0.000000046992255094"
"5128","mens","LABEL","-0.0000362246439677"
"5129","4pm","LABEL","-0.000000393803879867"
"5130","bailed","LABEL","-0.000000676976955801"
"5131","1","LABEL","-0.000417159258638"
"5132","vacuuming","LABEL","0.0000012299331804"
"5133","hah","LABEL","-0.0000768661365207"
"5134","loudest","LABEL","-0.000000154943068906"
"5135","#merica","LABEL","-0.00000820448790781"
"5136","dual","LABEL","-0.0000106498774423"
"5137","noble","LABEL","-0.00000616919411828"
"5138","far","LABEL","0.0000203677586133"
"5139","partnership","LABEL","-0.00000660941646744"
"5140","choir","LABEL","-0.0000163828656159"
"5141","overalls","LABEL","-0.00000113395298421"
"5142","taylor","LABEL","-0.0000891025761606"
"5143","anchor","LABEL","-0.00000169741647638"
"5144","vietnamese","LABEL","-0.000000361239078572"
"5145","#pennstate","LABEL","0.00000387925009157"
"5146","cars","LABEL","0.00000144226490847"
"5147","dolls","LABEL","-0.000000170720359808"
"5148","trails","LABEL","-0.000000826406391843"
"5149","jazz","LABEL","0.00000384658878281"
"5150","tab","LABEL","-0.0000030596797156"
"5151","promptly","LABEL","-0.0000000383695273752"
"5152","peeped","LABEL","0.00000880917846602"
"5153","1-10","LABEL","-0.00000384259552178"
"5154","caleb","LABEL","-0.00000131303247496"
"5155","lizzie","LABEL","-0.00000238564057309"
"5156","fancy","LABEL","-0.00000650457961848"
"5157","getcha","LABEL","-0.000000187111650204"
"5158","while","LABEL","0.000169994512534"
"5159","750","LABEL","0.00000166985743775"
"5160","gpa","LABEL","0.00000175679435581"
"5161","jammin","LABEL","-0.00000699999280842"
"5162","nsa","LABEL","-0.000000367127163817"
"5163","grew","LABEL","0.00000929919817878"
"5164","meeee","LABEL","-0.000000184678809075"
"5165","unmotivated","LABEL","0.00000181827505647"
"5166","oakland","LABEL","0.000000706304425528"
"5167","deals","LABEL","-0.0000315312833512"
"5168","proposed","LABEL","-0.00000299143536469"
"5169","#rip","LABEL","-0.00000511631691437"
"5170","nissan","LABEL","-0.000000793850617864"
"5171","san","LABEL","-0.00000721229908037"
"5172","lasts","LABEL","0.00000836340549557"
"5173","#sharkweek","LABEL","-0.00000320251819929"
"5174","€","LABEL","-0.000012597751889"
"5175","forbid","LABEL","0.00000112740732698"
"5176","#surprise","LABEL","0.00000204785435066"
"5177","perc","LABEL","-0.00000352334585337"
"5178","youuuu","LABEL","-0.00000187458708252"
"5179","certified","LABEL","-0.000000170321979754"
"5180","sue","LABEL","-0.00000200269161612"
"5181","rhode","LABEL","-0.0000049152175155"
"5182","gal","LABEL","-0.00000150492275745"
"5183","cheeseburger","LABEL","0.00000202871337899"
"5184","argued","LABEL","0.00000350974481225"
"5185","workers","LABEL","-0.00000675277941437"
"5186","choices","LABEL","-0.000000693807457824"
"5187","keller","LABEL","-0.0000049131988643"
"5188","playtime","LABEL","-0.00000025738038841"
"5189","bull","LABEL","0.0000607659258077"
"5190","#team","LABEL","0.000000689564342526"
"5191","thieves","LABEL","0.00000125073081362"
"5192","nightmare","LABEL","-0.00000850250813905"
"5193","comfortably","LABEL","0.00000717714071384"
"5194","rescued","LABEL","-0.00000357406296384"
"5195","growing","LABEL","0.00000757852490061"
"5196","cas","LABEL","-0.00000057622130761"
"5197","relaxes","LABEL","0.000000676204503634"
"5198","outcome","LABEL","0.0000119057501873"
"5199","humming","LABEL","-0.00000100814672844"
"5200","remains","LABEL","0.00000114728618225"
"5201","salad","LABEL","0.00000866635353554"
"5202","judgemental","LABEL","0.00000191746757311"
"5203","deliberately","LABEL","-0.0000024288746106"
"5204","shirt","LABEL","-0.000093633374835"
"5205","subtweets","LABEL","0.00000467500771631"
"5206","gassing","LABEL","-0.000000122383147416"
"5207","we'd","LABEL","0.0000043436172513"
"5208","bleaching","LABEL","0.00000165714969528"
"5209","payed","LABEL","0.00000333213151783"
"5210","11:15","LABEL","0.00000173310582122"
"5211","farmer","LABEL","-0.00000328291709137"
"5212","#stfu","LABEL","0.00000259108729641"
"5213","centers","LABEL","-0.000000395198167863"
"5214","drama","LABEL","0.0000244264670346"
"5215","peeps","LABEL","-0.00000884804653315"
"5216","sayin","LABEL","0.000020939197721"
"5217","jeopardy","LABEL","-0.00000476247289149"
"5218","magician","LABEL","-0.000014711500327"
"5219","beards","LABEL","-0.00000168503985178"
"5220","authority","LABEL","0.00000440567346363"
"5221","refund","LABEL","-0.00000249168954031"
"5222","blow","LABEL","0.0000495408724"
"5223","orphan","LABEL","-0.000000678751824071"
"5224","gingerbread","LABEL","0.000000319869701889"
"5225","club","LABEL","-0.000057140952287"
"5226","bear","LABEL","-0.0000201617996705"
"5227","ez","LABEL","-0.000000816417804051"
"5228","looool","LABEL","-0.000003776988701"
"5229","#miserable","LABEL","0.000000947480221861"
"5230","guarantee","LABEL","-0.00000232593905135"
"5231","lang","LABEL","-0.00000501728721258"
"5232","dentists","LABEL","0.0000012200357609"
"5233","inspector","LABEL","-0.00000117368761808"
"5234","eyeliner","LABEL","0.00000474230503245"
"5235","economy","LABEL","-0.000001000540989"
"5236","thoughh","LABEL","0.00000256013137575"
"5237","#apple","LABEL","0.000000745085790246"
"5238","ali","LABEL","-0.00000771759035213"
"5239","pooped","LABEL","-0.0000054671654296"
"5240","offend","LABEL","0.00000210859405022"
"5241","blessed","LABEL","-0.0000105524468796"
"5242","handouts","LABEL","0.00000193785289269"
"5243","sacrifices","LABEL","0.000000478007270294"
"5244","#noschool","LABEL","0.00000176194430327"
"5245","liverpool","LABEL","-0.0000154462555136"
"5246","placed","LABEL","-0.00000129939907111"
"5247","crip","LABEL","0.00000150116725727"
"5248","#truelove","LABEL","0.00000436841409096"
"5249","yuh","LABEL","0.00000331445784295"
"5250","supporters","LABEL","-0.00000421856620116"
"5251","exclamation","LABEL","0.00000072919773595"
"5252","punta","LABEL","-0.0000002846148834"
"5253","belongs","LABEL","0.00000890140965896"
"5254","tongues","LABEL","0.00000185255920729"
"5255","jays","LABEL","-0.00000223934186182"
"5256","joyful","LABEL","-0.00000013212568968"
"5257","h2o","LABEL","0.00000286025796684"
"5258","stickin","LABEL","0.00000125197851601"
"5259","soul","LABEL","0.0000557566291795"
"5260","100th","LABEL","-0.000000925346641322"
"5261","fosters","LABEL","-0.00000493120720609"
"5262","#monday","LABEL","-0.00000108750046256"
"5263","450","LABEL","0.00000122129838292"
"5264","nana","LABEL","0.00000976465582801"
"5265","shaun","LABEL","-0.00000546121554"
"5266","later","LABEL","0.00000482436874852"
"5267","flee","LABEL","0.00000133692989907"
"5268","harder","LABEL","0.0000252368419841"
"5269","obnoxiously","LABEL","-0.00000160033526948"
"5270","day's","LABEL","-0.00000481376605408"
"5271","whatttttt","LABEL","-0.00000133556689397"
"5272","latino","LABEL","0.00000707285312335"
"5273","preston","LABEL","-0.00000309241350916"
"5274","robin","LABEL","-0.0000359996790617"
"5275","plethora","LABEL","-0.00000214528575048"
"5276","hogwarts","LABEL","-0.00000642345955893"
"5277","connecticut","LABEL","-0.00000944690542081"
"5278","grey's","LABEL","-0.000042629740908"
"5279","relate","LABEL","0.00000625300575245"
"5280","theory","LABEL","-0.0000166329843092"
"5281","classmate","LABEL","0.000000687889931237"
"5282","#silly","LABEL","0.00000359886831969"
"5283","donny","LABEL","-0.00000972213158529"
"5284","northside","LABEL","0.0000013536906905"
"5285","puffin","LABEL","-0.000000562701259438"
"5286","spamming","LABEL","-0.00000564082962342"
"5287","auditions","LABEL","-0.000000901888414942"
"5288","chemicals","LABEL","0.000000603794106655"
"5289","bummer","LABEL","0.00000259275652961"
"5290","nausea","LABEL","0.00000113561496824"
"5291","davidson","LABEL","-0.0000011009453897"
"5292","teenagers","LABEL","-0.00000262188600558"
"5293","guests","LABEL","-0.00000278338600023"
"5294","oscar","LABEL","-0.00000921686648348"
"5295","jameson","LABEL","0.0000009719093427"
"5296","atlantis","LABEL","0.0000021726294921"
"5297","khan","LABEL","-0.00000211424410334"
"5298","meteor","LABEL","0.00000142652927521"
"5299","grove","LABEL","0.00000736344580524"
"5300","limited","LABEL","-0.0000466375220413"
"5301","hal","LABEL","0.0000020602084101"
"5302","subconsciously","LABEL","-0.000000173261224345"
"5303","stallion","LABEL","0.00000100387742821"
"5304","quack","LABEL","-0.00000244319201158"
"5305","gnarly","LABEL","0.00000314309267979"
"5306","playful","LABEL","-0.000000244709640117"
"5307","reconsider","LABEL","0.00000183323428068"
"5308","usher","LABEL","-0.00000767498333518"
"5309","chess","LABEL","-0.000000604081329485"
"5310","#spotify","LABEL","0.000000210058813999"
"5311","cece","LABEL","-0.00000276173821067"
"5312","layin","LABEL","0.0000127174845881"
"5313","stains","LABEL","0.00000139291486002"
"5314","louisiana","LABEL","-0.00000207716071849"
"5315","evidence","LABEL","0.000000406579917589"
"5316","coldstone","LABEL","-0.00000373659036653"
"5317","odell","LABEL","0.00000116515679666"
"5318","please","LABEL","-0.000579606050716"
"5319","maintaining","LABEL","0.00000154463791159"
"5320","agency","LABEL","0.0000013284006032"
"5321","thottie","LABEL","0.00000195761411254"
"5322","outline","LABEL","-0.00000238182432081"
"5323","takeout","LABEL","-0.00000117315185318"
"5324","satisfied","LABEL","0.00000606922817007"
"5325","suffice","LABEL","0.000000282418348678"
"5326","witchu","LABEL","0.0000101821768526"
"5327","book","LABEL","-0.0000901911182011"
"5328","following","LABEL","-0.0000401937705848"
"5329","jailbreak","LABEL","-0.000000666644544518"
"5330","#lunch","LABEL","0.00000148420535264"
"5331","dug","LABEL","0.00000175238566602"
"5332","pierogies","LABEL","-0.00000192669798979"
"5333","shots","LABEL","-0.0000420984472129"
"5334","goosebumps","LABEL","-0.00000148161894922"
"5335","quote","LABEL","-0.0000437011965016"
"5336","mcdonald","LABEL","-0.000000406170095463"
"5337","sheila","LABEL","-0.0000203406398644"
"5338","complaining","LABEL","0.000000500211177473"
"5339","#great","LABEL","-0.000000734992556761"
"5340","-->","LABEL","-0.00000799282296079"
"5341","mechanical","LABEL","-0.000000995443271046"
"5342","#merrychristmas","LABEL","-0.00000226457206775"
"5343","crowd","LABEL","-0.0000141437189656"
"5344","monk","LABEL","0.000000446489859132"
"5345","sociopath","LABEL","0.00000202042574171"
"5346","insist","LABEL","0.00000244170323359"
"5347","#socold","LABEL","-0.000000162999632065"
"5348","fraud","LABEL","0.00000698531401222"
"5349","essence","LABEL","-0.000000268723511201"
"5350","holds","LABEL","0.000014087846653"
"5351","mamma","LABEL","0.00000147430512085"
"5352","neeeeed","LABEL","0.00000289741239515"
"5353","lifetime","LABEL","0.0000154552156614"
"5354","westbrook","LABEL","-0.00000123930558638"
"5355","90's","LABEL","0.00000633809028018"
"5356","pearls","LABEL","0.00000103340558594"
"5357","mortal","LABEL","-0.000000274155727986"
"5358","complete","LABEL","-0.0000269226812567"
"5359","uptight","LABEL","-0.000000825419441692"
"5360","pills","LABEL","0.000022958477516"
"5361","hunted","LABEL","-0.00000108588186978"
"5362","talkn","LABEL","0.00000795161987686"
"5363","corey","LABEL","-0.0000091960405035"
"5364","todd","LABEL","0.00000141316919681"
"5365","exempt","LABEL","0.000000398127518783"
"5366","imax","LABEL","-0.00000191646659274"
"5367","nit","LABEL","-0.00000130352717069"
"5368","laguna","LABEL","-0.00000461339515398"
"5369","#ravens","LABEL","0.0000000761133237334"
"5370","pr","LABEL","-0.00000884000287381"
"5371","biology","LABEL","0.00000311230002272"
"5372","dat","LABEL","0.0000656297383902"
"5373","yessss","LABEL","-0.00000303456474821"
"5374","psychological","LABEL","0.00000225062478757"
"5375","ayyy","LABEL","-0.00000209901876185"
"5376","themself","LABEL","0.00000161890672023"
"5377","daycare","LABEL","0.00000116041351158"
"5378","wiener","LABEL","0.00000198161436189"
"5379","heated","LABEL","0.00000311500923853"
"5380","to","LABEL","0.00361663825585"
"5381","hockey","LABEL","-0.0000982274213291"
"5382","insane","LABEL","-0.0000431419497331"
"5383","blushing","LABEL","0.0000009088420649"
"5384","shinin","LABEL","-0.00000469929483846"
"5385","passive","LABEL","0.0000048342039147"
"5386","jags","LABEL","-0.000000418033222499"
"5387","exhilarating","LABEL","-0.000000863960091332"
"5388","wildwood","LABEL","-0.000040047265203"
"5389","parental","LABEL","-0.0000000736098823421"
"5390","enemies","LABEL","0.0000112064494161"
"5391","patrick","LABEL","-0.0000240717130498"
"5392","prove","LABEL","0.0000263490236564"
"5393","gtfo","LABEL","0.00000527201963935"
"5394","habit","LABEL","0.0000200018465606"
"5395","ticks","LABEL","-0.00000158815223238"
"5396","fathers","LABEL","0.00000977125434881"
"5397","studies","LABEL","-0.00000968030441708"
"5398","relatable","LABEL","-0.00000184638666676"
"5399","trees","LABEL","0.00000835874519984"
"5400","link","LABEL","-0.0000453503699272"
"5401","omw","LABEL","0.0000779033813695"
"5402","#fun","LABEL","0.00000448646682444"
"5403","dwarf","LABEL","0.000000742827827172"
"5404","cleats","LABEL","-0.000000449898807737"
"5405","mug","LABEL","-0.00000594115767304"
"5406","#cantsleep","LABEL","-0.000000353594970224"
"5407","hustler","LABEL","-0.00000154510824417"
"5408","kaylee","LABEL","-0.00000029449567154"
"5409","hola","LABEL","-0.00000267730364411"
"5410","horoscopes","LABEL","-0.000000272661222113"
"5411","panicking","LABEL","0.00000117422442644"
"5412","go","LABEL","0.000599341011564"
"5413","#perfect","LABEL","0.000000674856352942"
"5414","hobo","LABEL","-0.00000120591031357"
"5415","#hate","LABEL","0.000000964170261367"
"5416","successful","LABEL","-0.000000237862372382"
"5417","molly's","LABEL","-0.00000410587575248"
"5418","gossip","LABEL","-0.0000293550511969"
"5419","cuteee","LABEL","0.000000772354741846"
"5420","chosen","LABEL","-0.00000135642278138"
"5421","cotton","LABEL","-0.00000100431801311"
"5422","afterward","LABEL","-0.000000138132562338"
"5423","bbl","LABEL","0.00000429192661734"
"5424","degree","LABEL","-0.00000619572306389"
"5425","vogue","LABEL","-0.00000597452525922"
"5426","bussing","LABEL","0.00000315341794173"
"5427","#holla","LABEL","-0.00000155000114883"
"5428","tuxedo","LABEL","-0.00000224144990279"
"5429","staircase","LABEL","-0.00000181300984474"
"5430","pranks","LABEL","-0.00000163202280611"
"5431","rocks","LABEL","-0.0000101687300867"
"5432","niall","LABEL","-0.000243677863434"
"5433","froze","LABEL","-0.00000152327937381"
"5434","legendary","LABEL","-0.0000130277087498"
"5435","sands","LABEL","-0.000000610516073368"
"5436","combination","LABEL","-0.00000535735014568"
"5437","upbeat","LABEL","0.00000118385772207"
"5438","#dope","LABEL","-0.00000220127252294"
"5439","immortal","LABEL","0.000000344910412796"
"5440","produces","LABEL","-0.0000000395719542598"
"5441","mandela","LABEL","-0.0000000122170575269"
"5442","sunflowers","LABEL","-0.000000189042821586"
"5443","henny","LABEL","0.0000117341711598"
"5444","8)","LABEL","0.00000193763843302"
"5445","nose","LABEL","0.0000342700525584"
"5446","andrews","LABEL","-0.000000415250203033"
"5447","pinned","LABEL","0.000000864243076275"
"5448","indescribable","LABEL","0.00000247792372251"
"5449","knock","LABEL","0.00000250267885838"
"5450","cya","LABEL","-0.00000299050113759"
"5451","lucked","LABEL","0.00000135795066535"
"5452","workaholics","LABEL","0.00000116943853337"
"5453","disappointed","LABEL","0.0000162255089383"
"5454","nephew","LABEL","0.00000384888109611"
"5455","spoilers","LABEL","-0.0000052041772563"
"5456","targets","LABEL","-0.000000100610967193"
"5457","ridley","LABEL","-0.00000672188070609"
"5458","crimson","LABEL","-0.000000784919278767"
"5459","cider","LABEL","-0.00000318589218768"
"5460","posing","LABEL","0.0000010690432172"
"5461","eager","LABEL","-0.00000633997996556"
"5462","screenshotted","LABEL","-0.00000297754163695"
"5463","performers","LABEL","-0.00000113949700237"
"5464","ugghh","LABEL","-0.0000036798278718"
"5465","tidal","LABEL","-0.00000297293213106"
"5466","moses","LABEL","-0.00000325199344929"
"5467","joking","LABEL","-0.00000749381765994"
"5468","witcha","LABEL","0.00000574920586858"
"5469","pouch","LABEL","-0.00000128369505228"
"5470","distract","LABEL","0.00000071023243635"
"5471","phil's","LABEL","0.000000168548982707"
"5472","losses","LABEL","-0.00000123906886274"
"5473","decaf","LABEL","-0.00000424535041943"
"5474","weird","LABEL","0.0000160984879166"
"5475","loco","LABEL","-0.00000145881036053"
"5476","experts","LABEL","-0.00000163577477506"
"5477","uterus","LABEL","0.000003155121766"
"5478","breaker","LABEL","0.000000416910957006"
"5479","plunge","LABEL","-0.00000210808981531"
"5480","around","LABEL","0.000331446174287"
"5481","deandre","LABEL","-0.00000108353843178"
"5482","drawin","LABEL","0.00000768389099295"
"5483","lurking","LABEL","0.00000711161130009"
"5484","spend","LABEL","0.0000689971986058"
"5485","wildin","LABEL","-0.00000107668779175"
"5486","skank","LABEL","0.000000414941343297"
"5487","nigga's","LABEL","0.00000226079465554"
"5488","bc","LABEL","-0.00035050032736"
"5489","blocklist","LABEL","0.00000409878314284"
"5490","soooooooo","LABEL","0.00000160789307048"
"5491","fence","LABEL","-0.00000515349506796"
"5492","#sex","LABEL","0.00000250304161645"
"5493","mayweather","LABEL","-0.0000104558742084"
"5494","levels","LABEL","0.00000284348279661"
"5495","wall","LABEL","-0.0000309819141276"
"5496","meditation","LABEL","0.00000305694232288"
"5497","mornin","LABEL","0.0000176669681531"
"5498","snorting","LABEL","-0.000000789410643572"
"5499","dismiss","LABEL","0.00000164132872604"
"5500","assignments","LABEL","-0.00000240980090866"
"5501","tshirts","LABEL","-0.00000560785937479"
"5502","oblivion","LABEL","0.000000269155225496"
"5503","lifee","LABEL","0.00000331066805818"
"5504","sierra","LABEL","-0.0000117445320438"
"5505","birthdayyy","LABEL","-0.00000312239644576"
"5506","hoodrat","LABEL","0.00000172325493969"
"5507","cosplay","LABEL","-0.00000365337236275"
"5508","snows","LABEL","-0.00000822521834277"
"5509","#sweetdreams","LABEL","0.00000427500507434"
"5510","obsession","LABEL","-0.0000269346602961"
"5511","poet","LABEL","0.000000795033465968"
"5512","monty","LABEL","-0.00000189558893215"
"5513","pavilion","LABEL","-0.0000131875752284"
"5514","nicki's","LABEL","0.000000111076342769"
"5515","trial","LABEL","-0.00000495848914961"
"5516","#oldschool","LABEL","0.00000115407678876"
"5517","decrease","LABEL","-0.0000000922722263638"
"5518","savannah","LABEL","0.0000014531624087"
"5519","therapy","LABEL","-0.000000456925267257"
"5520","woooow","LABEL","-0.00000472368467011"
"5521","charlotte","LABEL","-0.00000126430865027"
"5522","net","LABEL","-0.00000425265660386"
"5523","try","LABEL","0.000237957583601"
"5524","hurts","LABEL","0.000104571477268"
"5525","sincerity","LABEL","0.00000191418512963"
"5526","trans","LABEL","-0.0000226198822442"
"5527","lohan","LABEL","-0.00000147427360662"
"5528","#happymonday","LABEL","-0.00000145555253315"
"5529","hoagie","LABEL","-0.00000413354502654"
"5530","race","LABEL","-0.0000332266932567"
"5531","waits","LABEL","0.00000251213094646"
"5532","reliving","LABEL","-0.00000100224349649"
"5533","greatness","LABEL","-0.00000439420258786"
"5534","justified","LABEL","-0.00000148247057935"
"5535","buzzfeed","LABEL","-0.000000622796646718"
"5536","#watch","LABEL","0.000000690680683456"
"5537","they've","LABEL","-0.00000944002527917"
"5538","senses","LABEL","0.00000227775794984"
"5539","kitty","LABEL","0.0000190063014373"
"5540","sry","LABEL","-0.000000454939869537"
"5541","doughnut","LABEL","-0.0000024996097399"
"5542","fallback","LABEL","0.00000306877357806"
"5543","born","LABEL","0.0000110161868963"
"5544","endure","LABEL","0.00000169366763423"
"5545","handing","LABEL","0.000000611571024987"
"5546","incredible","LABEL","-0.000027722568963"
"5547","mantra","LABEL","-0.00000123725939069"
"5548","suites","LABEL","-0.000000249627092305"
"5549","partyin","LABEL","0.00000149650343933"
"5550","sportscenter","LABEL","-0.00000473769735443"
"5551","disrespected","LABEL","0.0000077606081515"
"5552","costing","LABEL","-0.00000122021851944"
"5553","scared","LABEL","0.0000704762814513"
"5554","cosby","LABEL","0.00000340420923243"
"5555","compliments","LABEL","0.00000696871318834"
"5556","historic","LABEL","-0.00000408218073554"
"5557","dislike","LABEL","0.0000112254368917"
"5558","carmen","LABEL","0.00000137278923486"
"5559","ranking","LABEL","-0.00000399926070413"
"5560","membership","LABEL","0.0000019180704984"
"5561","willis","LABEL","-0.00000256515315247"
"5562","elevators","LABEL","-0.00000169132203804"
"5563","ud","LABEL","-0.0000000896800923036"
